,model,obs,score
439,"Random Survival Forest, unweighted",750,0.0738769458056207
440,"Random Survival Forest, random oversampler",750,0.0660203634748252
441,"Random Survival Forest, SMOTENC",750,0.0669202523255913
442,Unweighted Cox PH,750,0.0652404417656968
443,"Cox PH, Barlow weights",750,0.0647060356342122
444,"Cox PH, Prentice weights",750,0.0705889049870309
445,"Cox PH, Self-Prentice weights",750,0.0772588777606565
446,"Cox PH Ridge, Barlow weights",750,0.0538759933345231
447,"Cox PH Lasso, Barlow weights",750,0.0546753725349828
448,"Cox PH Elastic Net, Barlow weights",750,0.053910486354048
449,"Survival Tree, unweighted",750,0.1338786844975126
450,"Survival Tree, random oversampler",750,0.1269686795802115
451,"Survival Tree, SMOTENC",750,0.121627945270278
452,"Random Survival Forest, unweighted",750,0.0728430813191451
453,"Random Survival Forest, random oversampler",750,0.0651406915817856
454,"Random Survival Forest, SMOTENC",750,0.0663553297940861
455,Unweighted Cox PH,750,0.0675481072541442
456,"Cox PH, Barlow weights",750,0.0726144933670841
457,"Cox PH, Prentice weights",750,0.0723954528349931
458,"Cox PH, Self-Prentice weights",750,0.0940336457741354
459,"Cox PH Ridge, Barlow weights",750,0.0600855214701679
460,"Cox PH Lasso, Barlow weights",750,0.0568431312380314
461,"Cox PH Elastic Net, Barlow weights",750,0.0579849819067755
462,"Survival Tree, unweighted",750,0.1275652244021637
463,"Survival Tree, random oversampler",750,0.1135366401306292
464,"Survival Tree, SMOTENC",750,0.137396084663026
465,"Random Survival Forest, unweighted",750,0.0695620193086579
466,"Random Survival Forest, random oversampler",750,0.0638946139729708
467,"Random Survival Forest, SMOTENC",750,0.0648651592647953
468,Unweighted Cox PH,750,0.0762502493308778
469,"Cox PH, Barlow weights",750,0.0708434090267474
470,"Cox PH, Prentice weights",750,0.0736228931691698
471,"Cox PH, Self-Prentice weights",750,0.1098569754661944
472,"Cox PH Ridge, Barlow weights",750,0.0610232287986096
473,"Cox PH Lasso, Barlow weights",750,0.0579288400557059
474,"Cox PH Elastic Net, Barlow weights",750,0.0583433542661922
475,"Survival Tree, unweighted",750,0.1261001719015292
476,"Survival Tree, random oversampler",750,0.1418918400607663
477,"Survival Tree, SMOTENC",750,0.1279790553474886
478,"Random Survival Forest, unweighted",750,0.0815412410088196
479,"Random Survival Forest, random oversampler",750,0.0737031691251704
480,"Random Survival Forest, SMOTENC",750,0.0750214106396357
481,Unweighted Cox PH,750,0.0733189170535801
482,"Cox PH, Barlow weights",750,0.0698013583343681
483,"Cox PH, Prentice weights",750,0.0723056148289469
484,"Cox PH, Self-Prentice weights",750,0.0931842926183749
485,"Cox PH Ridge, Barlow weights",750,0.0627523596825907
486,"Cox PH Lasso, Barlow weights",750,0.0587888844541855
487,"Cox PH Elastic Net, Barlow weights",750,0.0575391133357184
488,"Survival Tree, unweighted",750,0.1634511851910202
489,"Survival Tree, random oversampler",750,0.1685225779271299
