,model,obs,score
382,"Cox PH Lasso, Barlow weights",750,0.0471321223602046
383,"Cox PH Elastic Net, Barlow weights",750,0.0471321223602046
384,"Survival Tree, unweighted",750,0.0851782615153614
385,"Survival Tree, random oversampler",750,0.0889125082392282
386,"Survival Tree, SMOTENC",750,0.0841497309845774
387,"Random Survival Forest, unweighted",750,0.0609007201779457
388,"Random Survival Forest, random oversampler",750,0.0553729162888881
389,"Random Survival Forest, SMOTENC",750,0.0557827541310714
390,Unweighted Cox PH,750,0.0585091039899491
391,"Cox PH, Barlow weights",750,0.0637741974726435
392,"Cox PH, Prentice weights",750,0.0588565306974329
393,"Cox PH, Self-Prentice weights",750,0.0595906718097094
394,"Cox PH Ridge, Barlow weights",750,0.0637741974726435
395,"Cox PH Lasso, Barlow weights",750,0.0637741974726435
396,"Cox PH Elastic Net, Barlow weights",750,0.0637741974726435
397,"Survival Tree, unweighted",750,0.1167884784657825
398,"Survival Tree, random oversampler",750,0.1106151571434749
399,"Survival Tree, SMOTENC",750,0.0993314482025144
400,"Random Survival Forest, unweighted",750,0.0703952459507883
401,"Random Survival Forest, random oversampler",750,0.0660498245498416
402,"Random Survival Forest, SMOTENC",750,0.0662344238074479
403,Unweighted Cox PH,750,0.0495665087401329
404,"Cox PH, Barlow weights",750,0.048910545759225
405,"Cox PH, Prentice weights",750,0.0468745371872825
406,"Cox PH, Self-Prentice weights",750,0.0453608963896443
407,"Cox PH Ridge, Barlow weights",750,0.048910545759225
408,"Cox PH Lasso, Barlow weights",750,0.048910545759225
409,"Cox PH Elastic Net, Barlow weights",750,0.048910545759225
410,"Survival Tree, unweighted",750,0.0917583263853047
411,"Survival Tree, random oversampler",750,0.0957530169517938
412,"Survival Tree, SMOTENC",750,0.0742922742540982
413,"Random Survival Forest, unweighted",750,0.0662193089355566
414,"Random Survival Forest, random oversampler",750,0.0583282977434083
415,"Random Survival Forest, SMOTENC",750,0.0560153640104375
416,Unweighted Cox PH,750,0.0386306866873361
417,"Cox PH, Barlow weights",750,0.0445348262278244
