model,obs,score
"Cox PH Lasso, Barlow weights",1500,0.966482276
"Cox PH Elastic Net, Barlow weights",1500,0.966482276
"Survival Tree, unweighted",1500,0.89799066
"Survival Tree, random oversampler",1500,0.896500026
"Survival Tree, SMOTENC",1500,0.90382395
"Random Survival Forest, unweighted",1500,0.956125386
"Random Survival Forest, random oversampler",1500,0.952764997
"Random Survival Forest, SMOTENC",1500,0.947991521
Unweighted Cox PH,1500,0.966556649
"Cox PH, Barlow weights",1500,0.966118663
"Cox PH, Prentice weights",1500,0.966337656
"Cox PH, Self-Prentice weights",1500,0.966290729
"Cox PH Ridge, Barlow weights",1500,0.966118663
"Cox PH Lasso, Barlow weights",1500,0.966118663
"Cox PH Elastic Net, Barlow weights",1500,0.966118663
"Survival Tree, unweighted",1500,0.914670963
"Survival Tree, random oversampler",1500,0.897894539
"Survival Tree, SMOTENC",1500,0.886780647
"Random Survival Forest, unweighted",1500,0.943593674
"Random Survival Forest, random oversampler",1500,0.940183641
"Random Survival Forest, SMOTENC",1500,0.937055171
Unweighted Cox PH,1500,0.955902004
"Cox PH, Barlow weights",1500,0.954780739
"Cox PH, Prentice weights",1500,0.954534982
"Cox PH, Self-Prentice weights",1500,0.955026496
"Cox PH Ridge, Barlow weights",1500,0.954780739
"Cox PH Lasso, Barlow weights",1500,0.954780739
"Cox PH Elastic Net, Barlow weights",1500,0.954780739
"Survival Tree, unweighted",1500,0.920067583
"Survival Tree, random oversampler",1500,0.885500346
"Survival Tree, SMOTENC",1500,0.870524537
"Random Survival Forest, unweighted",1500,0.932309346
"Random Survival Forest, random oversampler",1500,0.92966746
"Random Survival Forest, SMOTENC",1500,0.918608402
Unweighted Cox PH,1500,0.951612373
"Cox PH, Barlow weights",1500,0.951908221
"Cox PH, Prentice weights",1500,0.951645245
"Cox PH, Self-Prentice weights",1500,0.951990401
"Cox PH Ridge, Barlow weights",1500,0.951908221
"Cox PH Lasso, Barlow weights",1500,0.951908221
"Cox PH Elastic Net, Barlow weights",1500,0.951908221
"Survival Tree, unweighted",1500,0.89446435
"Survival Tree, random oversampler",1500,0.871223826
"Survival Tree, SMOTENC",1500,0.85598764
"Random Survival Forest, unweighted",1500,0.923966996
"Random Survival Forest, random oversampler",1500,0.920104533
"Random Survival Forest, SMOTENC",1500,0.911820782
Unweighted Cox PH,1500,0.956701788
"Cox PH, Barlow weights",1500,0.950623675
"Cox PH, Prentice weights",1500,0.951358392
"Cox PH, Self-Prentice weights",1500,0.953595939
"Cox PH Ridge, Barlow weights",1500,0.950623675
"Cox PH Lasso, Barlow weights",1500,0.950623675
"Cox PH Elastic Net, Barlow weights",1500,0.950623675
"Survival Tree, unweighted",1500,0.911717067
"Survival Tree, random oversampler",1500,0.882662347
"Survival Tree, SMOTENC",1500,0.864828761
"Random Survival Forest, unweighted",1500,0.933591598
"Random Survival Forest, random oversampler",1500,0.929099805
"Random Survival Forest, SMOTENC",1500,0.911550086
Unweighted Cox PH,1500,0.954220132
"Cox PH, Barlow weights",1500,0.954060732
"Cox PH, Prentice weights",1500,0.954044792
"Cox PH, Self-Prentice weights",1500,0.954012911
"Cox PH Ridge, Barlow weights",1500,0.954060732
"Cox PH Lasso, Barlow weights",1500,0.954060732
"Cox PH Elastic Net, Barlow weights",1500,0.954060732
"Survival Tree, unweighted",1500,0.906089105
"Survival Tree, random oversampler",1500,0.891217024
"Survival Tree, SMOTENC",1500,0.867769188
"Random Survival Forest, unweighted",1500,0.938200367
"Random Survival Forest, random oversampler",1500,0.937052682
"Random Survival Forest, SMOTENC",1500,0.927249542
Unweighted Cox PH,1500,0.95087962
"Cox PH, Barlow weights",1500,0.952609211
"Cox PH, Prentice weights",1500,0.952823351
"Cox PH, Self-Prentice weights",1500,0.952329182
"Cox PH Ridge, Barlow weights",1500,0.952609211
"Cox PH Lasso, Barlow weights",1500,0.952609211
"Cox PH Elastic Net, Barlow weights",1500,0.952609211
"Survival Tree, unweighted",1500,0.889783884
"Survival Tree, random oversampler",1500,0.867488634
"Survival Tree, SMOTENC",1500,0.83650425
"Random Survival Forest, unweighted",1500,0.918165645
"Random Survival Forest, random oversampler",1500,0.913586348
"Random Survival Forest, SMOTENC",1500,0.892683007
Unweighted Cox PH,1500,0.961939596
"Cox PH, Barlow weights",1500,0.962718186
"Cox PH, Prentice weights",1500,0.962718186
"Cox PH, Self-Prentice weights",1500,0.962265517
"Cox PH Ridge, Barlow weights",1500,0.962718186
"Cox PH Lasso, Barlow weights",1500,0.962718186
"Cox PH Elastic Net, Barlow weights",1500,0.962718186
"Survival Tree, unweighted",1500,0.910914753
"Survival Tree, random oversampler",1500,0.90417904
"Survival Tree, SMOTENC",1500,0.876113566
"Random Survival Forest, unweighted",1500,0.937223872
"Random Survival Forest, random oversampler",1500,0.933819802
"Random Survival Forest, SMOTENC",1500,0.923173028
Unweighted Cox PH,1500,0.950364898
"Cox PH, Barlow weights",1500,0.95114255
"Cox PH, Prentice weights",1500,0.951307053
"Cox PH, Self-Prentice weights",1500,0.95114255
"Cox PH Ridge, Barlow weights",1500,0.95114255
"Cox PH Lasso, Barlow weights",1500,0.95114255
"Cox PH Elastic Net, Barlow weights",1500,0.95114255
"Survival Tree, unweighted",1500,0.886821798
"Survival Tree, random oversampler",1500,0.876704851
"Survival Tree, SMOTENC",1500,0.860007777
"Random Survival Forest, unweighted",1500,0.927693366
"Random Survival Forest, random oversampler",1500,0.92319196
"Random Survival Forest, SMOTENC",1500,0.917060477
Unweighted Cox PH,1500,0.9588129
"Cox PH, Barlow weights",1500,0.954726749
"Cox PH, Prentice weights",1500,0.955394208
"Cox PH, Self-Prentice weights",1500,0.953652303
"Cox PH Ridge, Barlow weights",1500,0.954726749
"Cox PH Lasso, Barlow weights",1500,0.954726749
"Cox PH Elastic Net, Barlow weights",1500,0.954726749
"Survival Tree, unweighted",1500,0.898733456
"Survival Tree, random oversampler",1500,0.876788709
"Survival Tree, SMOTENC",1500,0.854746284
"Random Survival Forest, unweighted",1500,0.928093509
"Random Survival Forest, random oversampler",1500,0.925325997
"Random Survival Forest, SMOTENC",1500,0.910886092
Unweighted Cox PH,1500,0.957430883
"Cox PH, Barlow weights",1500,0.957064594
"Cox PH, Prentice weights",1500,0.957160148
"Cox PH, Self-Prentice weights",1500,0.955631291
"Cox PH Ridge, Barlow weights",1500,0.957064594
"Cox PH Lasso, Barlow weights",1500,0.957064594
"Cox PH Elastic Net, Barlow weights",1500,0.957064594
"Survival Tree, unweighted",1500,0.91068926
"Survival Tree, random oversampler",1500,0.900791502
"Survival Tree, SMOTENC",1500,0.883727226
"Random Survival Forest, unweighted",1500,0.944515225
"Random Survival Forest, random oversampler",1500,0.936727609
"Random Survival Forest, SMOTENC",1500,0.925022296
Unweighted Cox PH,1500,0.95261116
"Cox PH, Barlow weights",1500,0.950610736
"Cox PH, Prentice weights",1500,0.951004759
"Cox PH, Self-Prentice weights",1500,0.951125996
"Cox PH Ridge, Barlow weights",1500,0.950610736
"Cox PH Lasso, Barlow weights",1500,0.950610736
"Cox PH Elastic Net, Barlow weights",1500,0.950610736
"Survival Tree, unweighted",1500,0.903646228
"Survival Tree, random oversampler",1500,0.910306732
"Survival Tree, SMOTENC",1500,0.890514655
"Random Survival Forest, unweighted",1500,0.919679932
"Random Survival Forest, random oversampler",1500,0.920225502
"Random Survival Forest, SMOTENC",1500,0.92204407
Unweighted Cox PH,1500,0.960680179
"Cox PH, Barlow weights",1500,0.9621094
"Cox PH, Prentice weights",1500,0.961865783
"Cox PH, Self-Prentice weights",1500,0.960663938
"Cox PH Ridge, Barlow weights",1500,0.9621094
"Cox PH Lasso, Barlow weights",1500,0.9621094
"Cox PH Elastic Net, Barlow weights",1500,0.9621094
"Survival Tree, unweighted",1500,0.913077373
"Survival Tree, random oversampler",1500,0.876989541
"Survival Tree, SMOTENC",1500,0.887359514
"Random Survival Forest, unweighted",1500,0.945884493
"Random Survival Forest, random oversampler",1500,0.942392646
"Random Survival Forest, SMOTENC",1500,0.929805756
Unweighted Cox PH,1500,0.952772588
"Cox PH, Barlow weights",1500,0.953506606
"Cox PH, Prentice weights",1500,0.95375684
"Cox PH, Self-Prentice weights",1500,0.953823569
"Cox PH Ridge, Barlow weights",1500,0.953506606
"Cox PH Lasso, Barlow weights",1500,0.953506606
"Cox PH Elastic Net, Barlow weights",1500,0.953506606
"Survival Tree, unweighted",1500,0.895936207
"Survival Tree, random oversampler",1500,0.88947184
"Survival Tree, SMOTENC",1500,0.879687709
"Random Survival Forest, unweighted",1500,0.937958762
"Random Survival Forest, random oversampler",1500,0.935022688
"Random Survival Forest, SMOTENC",1500,0.930201521
Unweighted Cox PH,1500,0.952987698
"Cox PH, Barlow weights",1500,0.95112478
"Cox PH, Prentice weights",1500,0.951810193
"Cox PH, Self-Prentice weights",1500,0.951476274
"Cox PH Ridge, Barlow weights",1500,0.95112478
"Cox PH Lasso, Barlow weights",1500,0.95112478
"Cox PH Elastic Net, Barlow weights",1500,0.95112478
"Survival Tree, unweighted",1500,0.908286467
"Survival Tree, random oversampler",1500,0.895421793
"Survival Tree, SMOTENC",1500,0.874446397
"Random Survival Forest, unweighted",1500,0.937680141
"Random Survival Forest, random oversampler",1500,0.936537786
"Random Survival Forest, SMOTENC",1500,0.92599297
Unweighted Cox PH,1500,0.959752713
"Cox PH, Barlow weights",1500,0.959468837
"Cox PH, Prentice weights",1500,0.959784254
"Cox PH, Self-Prentice weights",1500,0.957323997
"Cox PH Ridge, Barlow weights",1500,0.959468837
"Cox PH Lasso, Barlow weights",1500,0.959468837
"Cox PH Elastic Net, Barlow weights",1500,0.959468837
"Survival Tree, unweighted",1500,0.906731012
"Survival Tree, random oversampler",1500,0.893759463
"Survival Tree, SMOTENC",1500,0.854119354
"Random Survival Forest, unweighted",1500,0.92819518
"Random Survival Forest, random oversampler",1500,0.925782236
"Random Survival Forest, SMOTENC",1500,0.914237951
Unweighted Cox PH,1500,0.954924201
"Cox PH, Barlow weights",1500,0.953682871
"Cox PH, Prentice weights",1500,0.95405527
"Cox PH, Self-Prentice weights",1500,0.953434605
"Cox PH Ridge, Barlow weights",1500,0.953682871
"Cox PH Lasso, Barlow weights",1500,0.953682871
"Cox PH Elastic Net, Barlow weights",1500,0.953682871
"Survival Tree, unweighted",1500,0.903346936
"Survival Tree, random oversampler",1500,0.881305569
"Survival Tree, SMOTENC",1500,0.870474964
"Random Survival Forest, unweighted",1500,0.921966888
"Random Survival Forest, random oversampler",1500,0.914286158
"Random Survival Forest, SMOTENC",1500,0.906900244
Unweighted Cox PH,1500,0.962592723
"Cox PH, Barlow weights",1500,0.961253161
"Cox PH, Prentice weights",1500,0.961420606
"Cox PH, Self-Prentice weights",1500,0.960466168
"Cox PH Ridge, Barlow weights",1500,0.961253161
"Cox PH Lasso, Barlow weights",1500,0.961253161
"Cox PH Elastic Net, Barlow weights",1500,0.961253161
"Survival Tree, unweighted",1500,0.898092798
"Survival Tree, random oversampler",1500,0.913204735
"Survival Tree, SMOTENC",1500,0.866562851
"Random Survival Forest, unweighted",1500,0.940021098
"Random Survival Forest, random oversampler",1500,0.934009812
"Random Survival Forest, SMOTENC",1500,0.915406641
Unweighted Cox PH,1500,0.969074575
"Cox PH, Barlow weights",1500,0.967454831
"Cox PH, Prentice weights",1500,0.967638513
"Cox PH, Self-Prentice weights",1500,0.9677721
"Cox PH Ridge, Barlow weights",1500,0.967454831
"Cox PH Lasso, Barlow weights",1500,0.967454831
"Cox PH Elastic Net, Barlow weights",1500,0.967454831
"Survival Tree, unweighted",1500,0.933648933
"Survival Tree, random oversampler",1500,0.932822362
"Survival Tree, SMOTENC",1500,0.89428247
"Random Survival Forest, unweighted",1500,0.946899108
"Random Survival Forest, random oversampler",1500,0.943960191
"Random Survival Forest, SMOTENC",1500,0.933356711
Unweighted Cox PH,1500,0.958784972
"Cox PH, Barlow weights",1500,0.958177458
"Cox PH, Prentice weights",1500,0.958321343
"Cox PH, Self-Prentice weights",1500,0.958241407
"Cox PH Ridge, Barlow weights",1500,0.958177458
"Cox PH Lasso, Barlow weights",1500,0.958177458
"Cox PH Elastic Net, Barlow weights",1500,0.958177458
"Survival Tree, unweighted",1500,0.893549161
"Survival Tree, random oversampler",1500,0.881998401
"Survival Tree, SMOTENC",1500,0.874356515
"Random Survival Forest, unweighted",1500,0.93598721
"Random Survival Forest, random oversampler",1500,0.935683453
"Random Survival Forest, SMOTENC",1500,0.930295763
Unweighted Cox PH,1500,0.96124197
"Cox PH, Barlow weights",1500,0.960974304
"Cox PH, Prentice weights",1500,0.961009993
"Cox PH, Self-Prentice weights",1500,0.960563883
"Cox PH Ridge, Barlow weights",1500,0.960974304
"Cox PH Lasso, Barlow weights",1500,0.960974304
"Cox PH Elastic Net, Barlow weights",1500,0.960974304
"Survival Tree, unweighted",1500,0.904336188
"Survival Tree, random oversampler",1500,0.871654176
"Survival Tree, SMOTENC",1500,0.822046752
"Random Survival Forest, unweighted",1500,0.932815846
"Random Survival Forest, random oversampler",1500,0.92942541
"Random Survival Forest, SMOTENC",1500,0.921288365
