,model,obs,score
461,"Cox PH Elastic Net, Barlow weights",750,0.0534946207253471
462,"Survival Tree, unweighted",750,0.1178628503292432
463,"Survival Tree, random oversampler",750,0.0967960027190835
464,"Survival Tree, SMOTENC",750,0.120604578426091
465,"Random Survival Forest, unweighted",750,0.1071314954048914
466,"Random Survival Forest, random oversampler",750,0.086291253175323
467,"Random Survival Forest, SMOTENC",750,0.0818460353403512
468,Unweighted Cox PH,750,0.0517813558788478
469,"Cox PH, Barlow weights",750,0.0493257577119376
470,"Cox PH, Prentice weights",750,0.0487870077080601
471,"Cox PH, Self-Prentice weights",750,0.0508267244292999
472,"Cox PH Ridge, Barlow weights",750,0.0493257577119376
473,"Cox PH Lasso, Barlow weights",750,0.0493257577119376
474,"Cox PH Elastic Net, Barlow weights",750,0.0493257577119376
475,"Survival Tree, unweighted",750,0.139058498219271
476,"Survival Tree, random oversampler",750,0.1383203439592031
477,"Survival Tree, SMOTENC",750,0.1384721517164544
478,"Random Survival Forest, unweighted",750,0.0963613308927868
479,"Random Survival Forest, random oversampler",750,0.0768681733095724
480,"Random Survival Forest, SMOTENC",750,0.0946996498160263
481,Unweighted Cox PH,750,0.0463415875114667
482,"Cox PH, Barlow weights",750,0.0491378337851056
483,"Cox PH, Prentice weights",750,0.0433525334832595
484,"Cox PH, Self-Prentice weights",750,0.0432367114980219
485,"Cox PH Ridge, Barlow weights",750,0.0491378337851056
486,"Cox PH Lasso, Barlow weights",750,0.0491378337851056
487,"Cox PH Elastic Net, Barlow weights",750,0.0491378337851056
488,"Survival Tree, unweighted",750,0.1175780669449541
489,"Survival Tree, random oversampler",750,0.1258726657201788
